"LOCATION","Country","INDICATOR","Indicator","MEASURE","Measure","INEQUALITY","Inequality","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"CHL","Chile","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,57,,
"EST","Estonia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,92,,
"ISR","Israel","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,85,,
"RUS","Russia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,95,,
"SVN","Slovenia","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,84,,
"OECD","OECD - Total","ES_EDUA","Educational attainment","L","Value","WMN","Women","PC","Percentage","0","units",,,75,,
"AUS","Australia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,512,,
"AUT","Austria","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,500,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,509,,
"CAN","Canada","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,522,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,500,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,498,,
"FIN","Finland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,529,,
"FRA","France","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,500,,
"DEU","Germany","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,515,,
"GRC","Greece","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,466,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,487,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,484,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,516,,
"ITA","Italy","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,490,,
"JPN","Japan","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,540,,
"KOR","Korea","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,542,,
"LUX","Luxembourg","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,490,,
"MEX","Mexico","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,417,,
"NLD","Netherlands","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,519,,
"NZL","New Zealand","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,509,,
"NOR","Norway","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,496,,
"POL","Poland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,521,,
"PRT","Portugal","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,488,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,472,,
"ESP","Spain","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,490,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,482,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,518,,
"TUR","Turkey","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,462,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,502,,
"USA","United States","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,492,,
"BRA","Brazil","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,402,,
"CHL","Chile","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,436,,
"EST","Estonia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,526,,
"ISR","Israel","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,474,,
"RUS","Russia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,481,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,499,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","TOT","Total","AVSCORE","Average score","0","units",,,497,,
"AUS","Australia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,510,,
"AUT","Austria","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,499,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,507,,
"CAN","Canada","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,519,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,496,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,497,,
"FIN","Finland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,516,,
"FRA","France","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,493,,
"DEU","Germany","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,510,,
"GRC","Greece","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,456,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,482,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,475,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,514,,
"ITA","Italy","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,487,,
"JPN","Japan","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,541,,
"KOR","Korea","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,542,,
"LUX","Luxembourg","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,491,,
"MEX","Mexico","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,417,,
"NLD","Netherlands","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,517,,
"NZL","New Zealand","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,507,,
"NOR","Norway","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,488,,
"POL","Poland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,514,,
"PRT","Portugal","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,483,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,468,,
"ESP","Spain","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,489,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,472,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,516,,
"TUR","Turkey","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,454,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,503,,
"USA","United States","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,488,,
"BRA","Brazil","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,400,,
"CHL","Chile","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,438,,
"EST","Estonia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,519,,
"ISR","Israel","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,469,,
"RUS","Russia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,473,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,489,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","MN","Men","AVSCORE","Average score","0","units",,,493,,
"AUS","Australia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,515,,
"AUT","Austria","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,501,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,512,,
"CAN","Canada","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,526,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,505,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,499,,
"FIN","Finland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,543,,
"FRA","France","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,506,,
"DEU","Germany","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,520,,
"GRC","Greece","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,475,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,491,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,495,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,517,,
"ITA","Italy","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,493,,
"JPN","Japan","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,540,,
"KOR","Korea","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,543,,
"LUX","Luxembourg","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,488,,
"MEX","Mexico","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,418,,
"NLD","Netherlands","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,521,,
"NZL","New Zealand","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,512,,
"NOR","Norway","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,504,,
"POL","Poland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,527,,
"PRT","Portugal","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,493,,
"SVK","Slovak Republic","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,476,,
"ESP","Spain","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,490,,
"SWE","Sweden","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,492,,
"CHE","Switzerland","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,521,,
"TUR","Turkey","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,470,,
"GBR","United Kingdom","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,502,,
"USA","United States","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,497,,
"BRA","Brazil","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,404,,
"CHL","Chile","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,435,,
"EST","Estonia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,533,,
"ISR","Israel","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,480,,
"RUS","Russia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,489,,
"SVN","Slovenia","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,509,,
"OECD","OECD - Total","ES_STCS","Student skills","L","Value","WMN","Women","AVSCORE","Average score","0","units",,,501,,
"AUS","Australia","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,559,,
"AUT","Austria","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,552,,
"BEL","Belgium","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,573,,
"CAN","Canada","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,562,,
"CZE","Czech Republic","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,553,,
"DNK","Denmark","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,547,,
"FIN","Finland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,567,,
"FRA","France","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,570,,
"DEU","Germany","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,572,,
"GRC","Greece","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,518,,
"HUN","Hungary","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,549,,
"ISL","Iceland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,518,,
"IRL","Ireland","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,565,,
"ITA","Italy","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,531,,
"JPN","Japan","ES_STCS","Student skills","L","Value","HGH","High","AVSCORE","Average score","0","units",,,578,,
